observation_id,base_coffee_material_id,roast_batch_id,analytical_batch_id,replicate_id,source_publication_id,data_lineage_id,laboratory_id,analyte,value_as_published,unit_as_published,mass_basis_as_published,uncertainty_value_as_published,uncertainty_type,number_of_analytical_replicates,target_semantics,measurement_provenance,canonical_value,canonical_unit,canonical_uncertainty,conversion_rule_id,conversion_inputs,conversion_status,rights_usable,duplicate_status,roasted_unextracted,analytical_method,source_locator,primary_prediction_label_eligible,exclusion_reason,validation_group_id,duplicate,canonical_basis,conversion_supported
viencz-caf-R18,viencz_r18,viencz_r18_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.65,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.5,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R19,viencz_r19,viencz_r19_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.98,g/100 g,dry roasted coffee,.10,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,19.8,mg/g dry roasted coffee,1.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R2,viencz_r2,viencz_r2_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.34,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.4,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R20,viencz_r20,viencz_r20_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.74,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,27.400000000000002,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R21,viencz_r21,viencz_r21_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.61,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.099999999999998,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R22,viencz_r22,viencz_r22_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.72,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,17.2,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R23,viencz_r23,viencz_r23_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.68,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.8,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R24,viencz_r24,viencz_r24_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.34,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.4,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R25,viencz_r25,viencz_r25_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.48,g/100 g,dry roasted coffee,.00,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.8,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R26,viencz_r26,viencz_r26_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.30,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.0,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R27,viencz_r27,viencz_r27_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.71,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,27.1,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R28,viencz_r28,viencz_r28_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.21,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.1,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R29,viencz_r29,viencz_r29_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.18,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.8,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R3,viencz_r3,viencz_r3_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.69,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.9,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R30,viencz_r30,viencz_r30_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.65,g/100 g,dry roasted coffee,.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.5,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R31,viencz_r31,viencz_r31_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.65,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.5,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R32,viencz_r32,viencz_r32_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.80,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,18.0,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R33,viencz_r33,viencz_r33_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.84,g/100 g,dry roasted coffee,.08,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,28.4,mg/g dry roasted coffee,0.8,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R34,viencz_r34,viencz_r34_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.97,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,19.7,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R35,viencz_r35,viencz_r35_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.84,g/100 g,dry roasted coffee,.07,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,28.4,mg/g dry roasted coffee,0.7000000000000001,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R36,viencz_r36,viencz_r36_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.64,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.400000000000002,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R37,viencz_r37,viencz_r37_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.58,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,25.8,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R38,viencz_r38,viencz_r38_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.94,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,19.4,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R39,viencz_r39,viencz_r39_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.67,g/100 g,dry roasted coffee,.14,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.7,mg/g dry roasted coffee,1.4000000000000001,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R4,viencz_r4,viencz_r4_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.35,g/100 g,dry roasted coffee,.00,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.5,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R40,viencz_r40,viencz_r40_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.69,g/100 g,dry roasted coffee,.06,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.9,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R41,viencz_r41,viencz_r41_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.32,g/100 g,dry roasted coffee,.06,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.2,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R42,viencz_r42,viencz_r42_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.26,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.599999999999998,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R43,viencz_r43,viencz_r43_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.44,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.4,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R44,viencz_r44,viencz_r44_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,3.33,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,33.3,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R45,viencz_r45,viencz_r45_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.68,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,16.8,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R46,viencz_r46,viencz_r46_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,3.05,g/100 g,dry roasted coffee,.08,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,30.5,mg/g dry roasted coffee,0.8,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R47,viencz_r47,viencz_r47_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.73,g/100 g,dry roasted coffee,.06,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,27.3,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R48,viencz_r48,viencz_r48_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.33,g/100 g,dry roasted coffee,.03,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.3,mg/g dry roasted coffee,0.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R49,viencz_r49,viencz_r49_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.20,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.0,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R5,viencz_r5,viencz_r5_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.12,g/100 g,dry roasted coffee,.03,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.200000000000003,mg/g dry roasted coffee,0.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R50,viencz_r50,viencz_r50_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.40,g/100 g,dry roasted coffee,.00,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.0,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R51,viencz_r51,viencz_r51_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.44,g/100 g,dry roasted coffee,.09,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.4,mg/g dry roasted coffee,0.8999999999999999,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R52,viencz_r52,viencz_r52_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.92,g/100 g,dry roasted coffee,.07,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,19.2,mg/g dry roasted coffee,0.7000000000000001,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R53,viencz_r53,viencz_r53_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.61,g/100 g,dry roasted coffee,.08,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.099999999999998,mg/g dry roasted coffee,0.8,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R54,viencz_r54,viencz_r54_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.34,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.4,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R55,viencz_r55,viencz_r55_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.60,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.0,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R56,viencz_r56,viencz_r56_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.35,g/100 g,dry roasted coffee,.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.5,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R57,viencz_r57,viencz_r57_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.46,g/100 g,dry roasted coffee,.00,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.6,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R6,viencz_r6,viencz_r6_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.15,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.5,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R7,viencz_r7,viencz_r7_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.26,g/100 g,dry roasted coffee,.06,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.599999999999998,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R8,viencz_r8,viencz_r8_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,1.63,g/100 g,dry roasted coffee,.03,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,16.299999999999997,mg/g dry roasted coffee,0.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R9,viencz_r9,viencz_r9_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.18,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.8,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS1216,viencz_brs1216,viencz_brs1216_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.65,g/100 g,dry roasted coffee,0.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,6.5,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS2299,viencz_brs2299,viencz_brs2299_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.74,g/100 g,dry roasted coffee,0.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,7.4,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS2314,viencz_brs2314,viencz_brs2314_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.71,g/100 g,dry roasted coffee,0.0,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,7.1,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS2336,viencz_brs2336,viencz_brs2336_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.81,g/100 g,dry roasted coffee,0.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.100000000000001,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS2357,viencz_brs2357,viencz_brs2357_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.6,g/100 g,dry roasted coffee,0.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,6.0,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS3137,viencz_brs3137,viencz_brs3137_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.82,g/100 g,dry roasted coffee,0.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.2,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS3193,viencz_brs3193,viencz_brs3193_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.85,g/100 g,dry roasted coffee,0.0,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.5,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-tri-BRS3210,viencz_brs3210,viencz_brs3210_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,trigonelline,0.84,g/100 g,dry roasted coffee,0.0,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.4,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
